NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
LINC01287	1	ENSG00000234722	
GPC5	1	ENSG00000179399	
MIS18BP1	1	ENSG00000129534	
KRT8P42	1	ENSG00000220378	
SNORA21B	1	ENSG00000252699	
KLF1	1	ENSG00000105610	
KRT19P3	1	ENSG00000249681	
NCAN	1	ENSG00000130287	
GEMIN2P2	1	ENSG00000235339	
FAT3	1	ENSG00000165323	
CD1D	1	ENSG00000158473	
LINC02757	1	ENSG00000255363	
NR0B1	1	ENSG00000169297	
TAS2R10	1	ENSG00000121318	
GAPDHP14	1	ENSG00000236056	
SLC45A2	1	ENSG00000164175	
PDE4DIP	1	ENSG00000178104	
FAM90A21P	1	ENSG00000234749	
ABCA11P	1	ENSG00000251595	
KRTAP5-10	1	ENSG00000204572	
CDH19	1	ENSG00000071991	
LINC00334	1	ENSG00000182586	
GPR141	1	ENSG00000187037	
SYNDIG1L	1	ENSG00000183379	
LINC01411	1	ENSG00000249306	
SGCG	1	ENSG00000102683	
SCARNA17	1	ENSG00000251992	
TMEM109-DT	1	ENSG00000256944	
CD70	1	ENSG00000125726	
RPS26P15	1	ENSG00000223416	
TRIM16L	1	ENSG00000108448	
USP14	1	ENSG00000101557	
RPL6P22	1	ENSG00000240738	
NECTIN1-DT	1	ENSG00000254854	
DRD2	1	ENSG00000149295	
PCNPP2	1	ENSG00000225856	
SNORA13	1	ENSG00000238363	
GPX1P2	1	ENSG00000215326	
RPL21P19	1	ENSG00000219133	
FLJ12825	1	ENSG00000248265	
ETV1	1	ENSG00000006468	
PIGPP3	1	ENSG00000228958	
IL19	1	ENSG00000142224	
ASB6	1	ENSG00000148331	
PXT1	1	ENSG00000179165	
NDUFV1-DT	1	ENSG00000184224	
MYADM-AS1	1	ENSG00000228323	
PDZD9	1	ENSG00000155714	
RPL36P3	1	ENSG00000176043	
DLGAP2	1	ENSG00000198010	
BIN2P1	1	ENSG00000234568	
LTO1P1	1	ENSG00000251008	
RN7SL738P	1	ENSG00000243339	
ODF4	1	ENSG00000184650	
AIM2	1	ENSG00000163568	
ENTPD3	1	ENSG00000168032	
ARSL	1	ENSG00000157399	
RN7SL81P	1	ENSG00000244218	
IGHV3-21	1	ENSG00000211947	
FTH1P1	1	ENSG00000232273	
GPR21	1	ENSG00000188394	
FMNL1-AS1	1	ENSG00000233175	
MIR130AHG	1	ENSG00000254602	
SNTG2-AS1	1	ENSG00000235688	
PFN2-AS1	1	ENSG00000242791	
LINC02535	1	ENSG00000234155	
FOXE3	1	ENSG00000186790	
HCG14	1	ENSG00000224157	
ECT2L	1	ENSG00000203734	
LEMD1	1	ENSG00000186007	
VSIG4	1	ENSG00000155659	
DPYSL5	1	ENSG00000157851	
KASH5	1	ENSG00000161609	
ANAPC1P3	1	ENSG00000230395	
SNORD16	1	ENSG00000199673	
FAM131C2P	1	ENSG00000232456	
SNORD46	1	ENSG00000200913	
PCDHB17P	1	ENSG00000255622	
DNAH3	1	ENSG00000158486	
SATB2-AS1	1	ENSG00000225953	
ZSCAN5A	1	ENSG00000131848	
EPX	1	ENSG00000121053	
FBLIM1P1	1	ENSG00000213489	
NCMAP	1	ENSG00000184454	
SLC19A3	1	ENSG00000135917	
RPL29P6	1	ENSG00000215381	
SNRPCP9	1	ENSG00000231812	
ADGRG3	1	ENSG00000182885	
UBE2Q1	1	ENSG00000160714	
HBA1	1	ENSG00000206172	
NIP7P2	1	ENSG00000213264	
BCAS2P1	1	ENSG00000255051	
MRAP-AS1	1	ENSG00000232623	
CALCB	1	ENSG00000175868	
KRT18P34	1	ENSG00000244515	
RNU5B-2P	1	ENSG00000199906	
FOXJ1	1	ENSG00000129654	
LOXHD1	1	ENSG00000167210	
LINC01783	1	ENSG00000233421	
LIPH	1	ENSG00000163898	
AQP7P2	1	ENSG00000181997	
CCDC73	1	ENSG00000186714	
SIT1	1	ENSG00000137078	
XCR1	1	ENSG00000173578	
RN7SL34P	1	ENSG00000239868	
SCN9A	1	ENSG00000169432	
SHISA7	1	ENSG00000187902	
ELFN2	1	ENSG00000166897	
CDH12P3	1	ENSG00000253492	
MPL	1	ENSG00000117400	
HSPA8P18	1	ENSG00000232953	
MAT1A	1	ENSG00000151224	
SPAG5-AS1	1	ENSG00000227543	
RNF223	1	ENSG00000237330	
TNNT2	1	ENSG00000118194	
NCF1	1	ENSG00000158517	
TAS2R5	1	ENSG00000127366	
SLC5A10	1	ENSG00000154025	
PAFAH1B1P2	1	ENSG00000223973	
CYP27C1	1	ENSG00000186684	
NDST3	1	ENSG00000164100	
ENSG00000249109	1	ENSG00000249109	
RNU6-925P	1	ENSG00000207359	
POLHP1	1	ENSG00000232970	
NFIA-AS2	1	ENSG00000237928	
BOLA2B	1	ENSG00000169627	
PRR13P1	1	ENSG00000232824	
RPL28P1	1	ENSG00000213174	
ALG13-AS1	1	ENSG00000229487	
METTL7B	1	ENSG00000170439	
LINC01307	1	ENSG00000231671	
RNF148	1	ENSG00000235631	
KCNS2	1	ENSG00000156486	
COL28A1	1	ENSG00000215018	
ADAMTS16	1	ENSG00000145536	
CDA	1	ENSG00000158825	
FGF12-AS3	1	ENSG00000226709	
ZBTB24-DT	1	ENSG00000223537	
CA1	1	ENSG00000133742	
PLCG1-AS1	1	ENSG00000226648	
MIR765	1	ENSG00000211581	
CFAP276	1	ENSG00000179902	
DHDDS-AS1	1	ENSG00000225891	
FAM90A26	1	ENSG00000229924	
ENSG00000238390	1	ENSG00000238390	
CYP4F12	1	ENSG00000186204	
LINC00426	1	ENSG00000238121	
MIR1180	1	ENSG00000221540	
CEP19	1	ENSG00000174007	
PDIA3P2	1	ENSG00000224677	
SNORD12B	1	ENSG00000222365	
MIR559	1	ENSG00000207923	
LINC00539	1	ENSG00000224429	
PROX1	1	ENSG00000117707	
CASP16P	1	ENSG00000228146	
TCAF1	1	ENSG00000198420	
BOD1L2	1	ENSG00000228075	
OR7E12P	1	ENSG00000189398	
LOC101929269	1	ENSG00000254839	
LINC01238	1	ENSG00000237940	
TOGARAM2	1	ENSG00000189350	
DAGLB	1	ENSG00000164535	
HLA-DMB	1	ENSG00000242574	
NPPA	1	ENSG00000175206	
PRKY	1	ENSG00000099725	
ZNF695	1	ENSG00000197472	
ZMAT4	1	ENSG00000165061	
NPM1P33	1	ENSG00000213925	
FRG2	1	ENSG00000205097	
KLF2P1	1	ENSG00000231240	
DGKB	1	ENSG00000136267	
RPL13P2	1	ENSG00000213820	
TENM2-AS1	1	ENSG00000253978	
ACSM4	1	ENSG00000215009	
CBLN1	1	ENSG00000102924	
LINC01389	1	ENSG00000225762	
RN7SL589P	1	ENSG00000239247	
PJA1	1	ENSG00000181191	
FCER2	1	ENSG00000104921	
DPT	1	ENSG00000143196	
GUCA2A	1	ENSG00000197273	
BMS1P4	1	ENSG00000242338	
ZC3H6	1	ENSG00000188177	
PRDX2P3	1	ENSG00000249140	
TXN2P1	1	ENSG00000213540	
THAP12P1	1	ENSG00000230665	
SCN3A	1	ENSG00000153253	
KRTDAP	1	ENSG00000188508	
OSTCP6	1	ENSG00000219790	
CNDP1	1	ENSG00000150656	
CLDN24	1	ENSG00000185758	
TTPAL	1	ENSG00000124120	
TSKS	1	ENSG00000126467	
RPS3AP40	1	ENSG00000243672	
RPL24P6	1	ENSG00000236844	
C12orf29P3	1	ENSG00000250962	
GPC3	1	ENSG00000147257	
DEPDC1B	1	ENSG00000035499	
GLYATL2	1	ENSG00000156689	
LINC01031	1	ENSG00000232077	
SLC1A7	1	ENSG00000162383	
C19orf38	1	ENSG00000214212	
TSSK3	1	ENSG00000162526	
CNN2P7	1	ENSG00000215562	
ENPP7P11	1	ENSG00000250942	
LHX8	1	ENSG00000162624	
SNORD116-23	1	ENSG00000207375	
RBM17P3	1	ENSG00000237207	
ZFYVE9P2	1	ENSG00000214843	
NCF1C	1	ENSG00000165178	
SRGAP2-AS1	1	ENSG00000230806	
SKINT1L	1	ENSG00000242267	
TEX38	1	ENSG00000186118	
TUBAP14	1	ENSG00000247763	
CNIH2	1	ENSG00000174871	
IRF2BP1	1	ENSG00000170604	
NOL8P1	1	ENSG00000248327	
SOCS5P2	1	ENSG00000224682	
SNORD23	1	ENSG00000221803	
ZSCAN5B	1	ENSG00000197213	
HKDC1	1	ENSG00000156510	
LINC02608	1	ENSG00000226251	
RECQL4	1	ENSG00000160957	
HLCS-AS1	1	ENSG00000224790	
CD300LG	1	ENSG00000161649	
MYLK2	1	ENSG00000101306	
USP32P2	1	ENSG00000233327	
LINC02653	1	ENSG00000236373	
ATP6V0E1P2	1	ENSG00000223513	
TCEA1P4	1	ENSG00000236184	
IGHV1-2	1	ENSG00000211934	
RABGEF1P3	1	ENSG00000224273	
DOC2A	1	ENSG00000149927	
RNU6-1240P	1	ENSG00000202025	
MAMDC2-AS1	1	ENSG00000204706	
RPL7AP24	1	ENSG00000241307	
ZKSCAN7-AS1	1	ENSG00000236869	
C4orf46P3	1	ENSG00000254352	
LINC02739	1	ENSG00000255008	
SLAMF6	1	ENSG00000162739	
TBX5-AS1	1	ENSG00000255399	
XG	1	ENSG00000124343	
PRORSD1P	1	ENSG00000162997	
CTRB1	1	ENSG00000168925	
TMEM150B	1	ENSG00000180061	
VIT	1	ENSG00000205221	
MTX1P1	1	ENSG00000236675	
CGB7	1	ENSG00000196337	
MIR1302-2HG	1	ENSG00000243485	
LINC01684	1	ENSG00000237484	
PDE6C	1	ENSG00000095464	
IL18BP	1	ENSG00000137496	
CYP7A1	1	ENSG00000167910	
ZNF652P1	1	ENSG00000235278	
CCDC27	1	ENSG00000162592	
LETR1	1	ENSG00000248441	
BICD1P1	1	ENSG00000224346	
PELP1-DT	1	ENSG00000244184	
RN7SKP11	1	ENSG00000252827	
POU2F2-AS1	1	ENSG00000254887	
ANKHD1	1	ENSG00000131503	
RPL19P5	1	ENSG00000230580	
LINC02048	1	ENSG00000228271	
RARS1P1	1	ENSG00000257037	
SLC17A8	1	ENSG00000179520	
TMEM256P1	1	ENSG00000233197	
CYCSP44	1	ENSG00000233548	
RNA5SP82	1	ENSG00000252516	
TRIM7-AS1	1	ENSG00000250900	
C12orf29P1	1	ENSG00000250480	
CDCA3	1	ENSG00000111665	
NIT1	1	ENSG00000158793	
CPLANE2	1	ENSG00000132881	
DYNC1LI2-DT	1	ENSG00000246777	
CBX1P4	1	ENSG00000214321	
LINC02541	1	ENSG00000230943	
CCDC54-AS1	1	ENSG00000239828	
NLRP3	1	ENSG00000162711	
RNVU1-15	1	ENSG00000207205	
ENSG00000251314	1	ENSG00000251314	
MAPRE1P2	1	ENSG00000250076	
IL5RA	1	ENSG00000091181	
RPL5P3	1	ENSG00000242276	
MTCYBP18	1	ENSG00000244921	
CNN2P4	1	ENSG00000213816	
ABHD14A-ACY1	1	ENSG00000114786	
ENSG00000187951	1	ENSG00000187951	
RNU7-186P	1	ENSG00000238419	
SNORD125	1	ENSG00000239127	
FAM86LP	1	ENSG00000242731	
ITGB1-DT	1	ENSG00000229656	
DUS4L	1	ENSG00000105865	
CDPF1	1	ENSG00000205643	
GATA4	1	ENSG00000136574	
MYBPC3	1	ENSG00000134571	
DHRS9	1	ENSG00000073737	
SNHG32	1	ENSG00000204387	
ZBTB8A	1	ENSG00000160062	
KCNA7	1	ENSG00000104848	
TBX21	1	ENSG00000073861	
KRT8P39	1	ENSG00000233560	
MRPS16	1	ENSG00000182180	
OTOA	1	ENSG00000155719	
RPSAP16	1	ENSG00000235145	
DDX43	1	ENSG00000080007	
KCNJ1	1	ENSG00000151704	
DDX11L5	1	ENSG00000236875	
PADI2	1	ENSG00000117115	
PGBD4	1	ENSG00000182405	
RN7SKP80	1	ENSG00000202058	
C18orf63	1	ENSG00000206043	
SPX	1	ENSG00000134548	
C20orf203	1	ENSG00000198547	
GLDN	1	ENSG00000186417	
RCC2P8	1	ENSG00000250185	
RHOH	1	ENSG00000168421	
KCTD5P1	1	ENSG00000224232	
PDCL3	1	ENSG00000115539	
BCKDK	1	ENSG00000103507	
ZGLP1	1	ENSG00000220201	
FNDC4	1	ENSG00000115226	
MROH9	1	ENSG00000117501	
DYNLL1P1	1	ENSG00000205579	
SNORA22B	1	ENSG00000206603	
WDR64	1	ENSG00000162843	
BGLAP	1	ENSG00000242252	
PSMD14P1	1	ENSG00000227738	
CTSS	1	ENSG00000163131	
FKBP6	1	ENSG00000077800	
ZNF215	1	ENSG00000149054	
LINC00989	1	ENSG00000250334	
GRIN2C	1	ENSG00000161509	
IL6-AS1	1	ENSG00000179428	
ARHGDIG	1	ENSG00000242173	
RNU7-45P	1	ENSG00000238829	
MUTYH	1	ENSG00000132781	
NOC2LP2	1	ENSG00000217950	
CGREF1	1	ENSG00000138028	
MED14	1	ENSG00000180182	
GRM8	1	ENSG00000179603	
SNORA50A	1	ENSG00000206952	
H2BW3P	1	ENSG00000235946	
ENSG00000215841	1	ENSG00000215841	
SNHG31	1	ENSG00000229267	
MIRLET7G	1	ENSG00000199150	
MAPK10	1	ENSG00000109339	
SMYD1	1	ENSG00000115593	
XBP1P1	1	ENSG00000249947	
ZBTB40-IT1	1	ENSG00000237200	
DEFB4A	1	ENSG00000171711	
OSBPL9P2	1	ENSG00000254677	
RPL29P3	1	ENSG00000243730	
ANKRD62P1-PARP4P3	1	ENSG00000189295	
LINC01705	1	ENSG00000232679	
PPP1R2P1	1	ENSG00000234515	
CRYZL2P-SEC16B	1	ENSG00000254154	
ZBTB46-AS1	1	ENSG00000231208	
ACTG1P25	1	ENSG00000234996	
FARS2	1	ENSG00000145982	
SUCLA2P2	1	ENSG00000233107	
HNRNPA1P54	1	ENSG00000236539	
LINC01139	1	ENSG00000215808	
LEO1	1	ENSG00000166477	
INHA	1	ENSG00000123999	
ABCF2P1	1	ENSG00000242159	
TMPRSS3	1	ENSG00000160183	
OXR1-AS1	1	ENSG00000253582	
PTGDR2	1	ENSG00000183134	
FAM205C	1	ENSG00000187791	
ATP5MC1P8	1	ENSG00000224948	
DMTF1-AS1	1	ENSG00000224046	
JTB	1	ENSG00000143543	
AMDHD1	1	ENSG00000139344	
LTB4R2	1	ENSG00000213906	
GNG3	1	ENSG00000162188	
RNU6-343P	1	ENSG00000201579	
ST7-AS2	1	ENSG00000226367	
PIF1	1	ENSG00000140451	
LINC01694	1	ENSG00000233922	
TUBA8	1	ENSG00000183785	
SCRT2	1	ENSG00000215397	
OR2I1P	1	ENSG00000237988	
SLC22A18AS	1	ENSG00000254827	
TULP1	1	ENSG00000112041	
LDHC	1	ENSG00000166796	
MBLAC2	1	ENSG00000176055	
RUNX3	1	ENSG00000020633	
SMIM15-AS1	1	ENSG00000251279	
RPL34P27	1	ENSG00000232858	
SH2D6	1	ENSG00000152292	
UGT3A2	1	ENSG00000168671	
ENKUR	1	ENSG00000151023	
RPL36P7	1	ENSG00000213519	
CCDC188	1	ENSG00000234409	
MRPS21P1	1	ENSG00000234496	
HFM1	1	ENSG00000162669	
DTWD1P1	1	ENSG00000214280	
SNORD93	1	ENSG00000221740	
SEH1L	1	ENSG00000085415	
PHC2	1	ENSG00000134686	
ACSBG2	1	ENSG00000130377	
CDH16	1	ENSG00000166589	
RGS1	1	ENSG00000090104	
MEGF10	1	ENSG00000145794	
LIN28A	1	ENSG00000131914	
RPL29P27	1	ENSG00000244712	
RPL36AP43	1	ENSG00000241362	
RPS26P47	1	ENSG00000234354	
KLHL38	1	ENSG00000175946	
LINC02709	1	ENSG00000245522	
CLIC1P1	1	ENSG00000231313	
IGLV11-55	1	ENSG00000211641	
KMO	1	ENSG00000117009	
ENO1-AS1	1	ENSG00000230679	
RHD	1	ENSG00000187010	
HSPA8P20	1	ENSG00000234564	
RPL27AP	1	ENSG00000215467	
FAM20BP1	1	ENSG00000244039	
NR1I2	1	ENSG00000144852	
VNN1	1	ENSG00000112299	
SNORD116-16	1	ENSG00000207263	
SNORA14B	1	ENSG00000207181	
MAST4-AS1	1	ENSG00000229666	
PLGLB2	1	ENSG00000125551	
SLC5A4	1	ENSG00000100191	
ZNF815P	1	ENSG00000235944	
RNU7-82P	1	ENSG00000238924	
PFN1P6	1	ENSG00000227212	
RPSAP4	1	ENSG00000239269	
C5orf34-AS1	1	ENSG00000248554	
OOEP	1	ENSG00000203907	
FREM2	1	ENSG00000150893	
LINC02432	1	ENSG00000248810	
OR56B4	1	ENSG00000180919	
LINC02036	1	ENSG00000225742	
CACNG2	1	ENSG00000166862	
ECE1-AS1	1	ENSG00000231105	
RPS28P5	1	ENSG00000224646	
KLF3-AS1	1	ENSG00000231160	
RPL27AP5	1	ENSG00000182383	
DLGAP1-AS1	1	ENSG00000177337	
SPATA20P1	1	ENSG00000231123	
SNORA14A	1	ENSG00000201643	
CRIP1P2	1	ENSG00000238225	
RGS17P1	1	ENSG00000229473	
HAMP	1	ENSG00000105697	
IGSF3P2	1	ENSG00000223703	
TMEM108	1	ENSG00000144868	
NPAP1P3	1	ENSG00000237740	
SLC22A1	1	ENSG00000175003	
HMGN5	1	ENSG00000198157	
DNASE1L3	1	ENSG00000163687	
SEPTIN14P21	1	ENSG00000231512	
FBRSL1P1	1	ENSG00000241439	
EAPP	1	ENSG00000129518	
SLC25A52	1	ENSG00000141437	
IGHV1-24	1	ENSG00000211950	
TPRXL	1	ENSG00000180438	
C12orf29	1	ENSG00000133641	
RPL12	1	ENSG00000197958	
E2F2	1	ENSG00000007968	
SLC26A8	1	ENSG00000112053	
EEF1A1P30	1	ENSG00000237757	
SLC2A4RG	1	ENSG00000125520	
RPS12P26	1	ENSG00000225193	
RBPJP6	1	ENSG00000227924	
C19orf67	1	ENSG00000188032	
EEF1A1P10	1	ENSG00000243746	
CD96	1	ENSG00000153283	
THBS4-AS1	1	ENSG00000249825	
RPL23AP87	1	ENSG00000232938	
TLX1NB	1	ENSG00000236311	
KCNRG	1	ENSG00000198553	
PKHD1	1	ENSG00000170927	
CFAP161	1	ENSG00000156206	
DLGAP4-AS1	1	ENSG00000232907	
SNORA11	1	ENSG00000221716	
SHISA5P1	1	ENSG00000226641	
SEL1L2	1	ENSG00000101251	
CLUHP4	1	ENSG00000249003	
TRIM60P18	1	ENSG00000227986	
KRTAP1-5	1	ENSG00000221852	
SNORD89	1	ENSG00000212283	
KRT23	1	ENSG00000108244	
ATP4B	1	ENSG00000186009	
POU5F1P3	1	ENSG00000235602	
TRAM2-AS1	1	ENSG00000225791	
SLC30A4	1	ENSG00000104154	
ABCD2	1	ENSG00000173208	
CENPA	1	ENSG00000115163	
LINC02981	1	ENSG00000214870	
ACRV1	1	ENSG00000134940	
PDZPH1P	1	ENSG00000226926	
HOXA9	1	ENSG00000078399	
SNORA2B	1	ENSG00000207313	
FSTL5	1	ENSG00000168843	
CCDC148-AS1	1	ENSG00000227480	
ANKRD26P4	1	ENSG00000229427	
PTPN5	1	ENSG00000110786	
UBE2WP1	1	ENSG00000234422	
RPL8P2	1	ENSG00000225267	
EIPR1-IT1	1	ENSG00000224885	
CDV3P1	1	ENSG00000176243	
SLC35F4	1	ENSG00000151812	
IGKV3-15	1	ENSG00000244437	
MIR659	1	ENSG00000207696	
PTGES	1	ENSG00000148344	
NPFFR2	1	ENSG00000056291	
HNRNPK-AS1	1	ENSG00000235298	
ATG9B	1	ENSG00000181652	
MIR573	1	ENSG00000207697	
TCAM1P	1	ENSG00000240280	
LINC00342	1	ENSG00000232931	
RPL31P52	1	ENSG00000219355	
SEMA3D	1	ENSG00000153993	
SNORD63B	1	ENSG00000222937	
CD7	1	ENSG00000173762	
SF3A2	1	ENSG00000104897	
DOCK7-DT	1	ENSG00000235545	
BIN1	1	ENSG00000136717	
CLEC12A	1	ENSG00000172322	
LRRC37A5P	1	ENSG00000204173	
GLULP3	1	ENSG00000254572	
CABP1-DT	1	ENSG00000256008	
RN7SKP269	1	ENSG00000202415	
SNORA26	1	ENSG00000212588	
MIR9-1HG	1	ENSG00000125462	
ASTN1	1	ENSG00000152092	
PSAT1P3	1	ENSG00000230787	
DNPEP-AS1	1	ENSG00000229525	
FSHR	1	ENSG00000170820	
SERINC5	1	ENSG00000164300	
IGHV1-18	1	ENSG00000211945	
POMK	1	ENSG00000185900	
RPS24P8	1	ENSG00000224094	
OPN4	1	ENSG00000122375	
RPL7P27	1	ENSG00000220069	
HSPD1P3	1	ENSG00000255128	
STEAP1B-AS1	1	ENSG00000232759	
SLX4	1	ENSG00000188827	
CCL27	1	ENSG00000213927	
HNRNPA3P15	1	ENSG00000225636	
PTMAP5	1	ENSG00000214182	
BCRP4	1	ENSG00000215456	
EFNA2	1	ENSG00000099617	
ADAMTS8	1	ENSG00000134917	
CHP1P2	1	ENSG00000213073	
LINC02029	1	ENSG00000241544	
C12orf54	1	ENSG00000177627	
LINC02574	1	ENSG00000233975	
YIPF7	1	ENSG00000177752	
POU2AF1	1	ENSG00000110777	
PABPC1L2B	1	ENSG00000184388	
WNT8B	1	ENSG00000075290	
CASP14	1	ENSG00000105141	
LRRC37A11P	1	ENSG00000214553	
JPH3	1	ENSG00000154118	
SNORD116-24	1	ENSG00000207279	
ANGPT4	1	ENSG00000101280	
TM4SF19	1	ENSG00000145107	
CIDECP2	1	ENSG00000250796	
ZNF807P	1	ENSG00000248830	
SAPCD1	1	ENSG00000228727	
CIBAR1P2	1	ENSG00000230219	
NOMO1	1	ENSG00000103512	
HSPB1P1	1	ENSG00000236060	
ENSG00000232377	1	ENSG00000232377	
LINC01537	1	ENSG00000227467	
LINC01589	1	ENSG00000238120	
SIGLEC16	1	ENSG00000161643	
UBD	1	ENSG00000213886	
LINC02575	1	ENSG00000228709	
GLT1D1	1	ENSG00000151948	
KCNT1	1	ENSG00000107147	
CASP9	1	ENSG00000132906	
RN7SL75P	1	ENSG00000239908	
DUSP29	1	ENSG00000188716	
CAPN9	1	ENSG00000135773	
UBA52P8	1	ENSG00000240793	
TUBB8P1	1	ENSG00000229298	
TNRC18	1	ENSG00000182095	
SNORD116-14	1	ENSG00000206621	
ASIC2	1	ENSG00000108684	
WIPI1	1	ENSG00000070540	
OR2A20P	1	ENSG00000170356	
RBPJL	1	ENSG00000124232	
YBX2P1	1	ENSG00000213438	
FAM237A	1	ENSG00000235118	
DKKL1	1	ENSG00000104901	
FOSL2-AS1	1	ENSG00000229951	
RPL5P28	1	ENSG00000235264	
SMIM1	1	ENSG00000235169	
RPS27P2	1	ENSG00000242088	
FNDC8	1	ENSG00000073598	
ZFP64	1	ENSG00000020256	
PDLIM7-AS1	1	ENSG00000248996	
DFFBP1	1	ENSG00000232303	
EIF4A1P11	1	ENSG00000231564	
RNF152P1	1	ENSG00000214190	
UFC1P1	1	ENSG00000226230	
MLXP1	1	ENSG00000226539	
PPP1R42	1	ENSG00000178125	
ME2P1	1	ENSG00000230097	
SLC13A1	1	ENSG00000081800	
PFN1P8	1	ENSG00000244371	
PRR22	1	ENSG00000212123	
PARLP1	1	ENSG00000239835	
RPL3P6	1	ENSG00000213891	
PGLYRP1	1	ENSG00000008438	
MELTF-AS1	1	ENSG00000228109	
RN7SL832P	1	ENSG00000243819	
CDKL1	1	ENSG00000100490	
CCDC78	1	ENSG00000162004	
MAF1P1	1	ENSG00000214301	
UCA1	1	ENSG00000214049	
CFAP65	1	ENSG00000181378	
KIF19	1	ENSG00000196169	
RPL9P18	1	ENSG00000213309	
UPK2	1	ENSG00000110375	
TPT1P10	1	ENSG00000180221	
RPS27AP1	1	ENSG00000242692	
MS4A8	1	ENSG00000166959	
LINC02963	1	ENSG00000255652	
HSP90AA5P	1	ENSG00000205955	
MFSD13B	1	ENSG00000230872	
WFIKKN2	1	ENSG00000173714	
TTC16	1	ENSG00000167094	
CFAP73	1	ENSG00000186710	
ACRBP	1	ENSG00000111644	
ZNF285CP	1	ENSG00000018607	
DUX4L29	1	ENSG00000237635	
AGBL2	1	ENSG00000165923	
BRPF3-AS1	1	ENSG00000246982	
MTHFD2P1	1	ENSG00000244681	
RPS25P7	1	ENSG00000218472	
C15orf39	1	ENSG00000167173	
RPSAP5	1	ENSG00000243904	
MYT1L	1	ENSG00000186487	
RNA5SP40	1	ENSG00000252956	
NRXN2-AS1	1	ENSG00000237410	
ULK4P3	1	ENSG00000178081	
SCN4A	1	ENSG00000007314	
DSCR9	1	ENSG00000230366	
DNAAF1	1	ENSG00000154099	
GRAP2	1	ENSG00000100351	
PELO-AS1	1	ENSG00000248898	
TNS1-AS1	1	ENSG00000223923	
AARD	1	ENSG00000205002	
SPTLC1P4	1	ENSG00000232678	
ANKRD7	1	ENSG00000106013	
PPP2R2DP1	1	ENSG00000231668	
CCNO-DT	1	ENSG00000251307	
ZBTB12BP	1	ENSG00000180610	
HGFAC	1	ENSG00000109758	
EIF3MP1	1	ENSG00000236365	
NOPCHAP1	1	ENSG00000151131	
KLHDC9	1	ENSG00000162755	
KRT40	1	ENSG00000204889	
ZFAND3-DT	1	ENSG00000225945	
ANKRD33	1	ENSG00000167612	
CDC25C	1	ENSG00000158402	
FTH1P3	1	ENSG00000213453	
OR2W3	1	ENSG00000238243	
DEFB4B	1	ENSG00000177257	
SH2D4B	1	ENSG00000178217	
TAFA3	1	ENSG00000184599	
SNORA48	1	ENSG00000209582	
RPL12P27	1	ENSG00000237169	
ZNF831	1	ENSG00000124203	
CDC42P3	1	ENSG00000253971	
PSMG1	1	ENSG00000183527	
CAPZA3	1	ENSG00000177938	
SNORD42A	1	ENSG00000238649	
NRADDP	1	ENSG00000236409	
MMP21	1	ENSG00000154485	
RPL17P33	1	ENSG00000243844	
TMSB15A	1	ENSG00000158164	
PDSS1P2	1	ENSG00000224637	
BAZ2B-AS1	1	ENSG00000224152	
NKIRAS2	1	ENSG00000168256	
RNVU1-24	1	ENSG00000201699	
ENSG00000255585	1	ENSG00000255585	
KRT86	1	ENSG00000170442	
CCDC170	1	ENSG00000120262	
ZNF137P	1	ENSG00000123870	
JOSD2	1	ENSG00000161677	
FAM83C-AS1	1	ENSG00000235214	
CYP19A1	1	ENSG00000137869	
TRMT6	1	ENSG00000089195	
RPL31P2	1	ENSG00000230837	
NTF3	1	ENSG00000185652	
PES1P2	1	ENSG00000229268	
HLA-T	1	ENSG00000231130	
TOP3BP1	1	ENSG00000228050	
PFN1P9	1	ENSG00000227205	
PRDM10-DT	1	ENSG00000233220	
ZNF750	1	ENSG00000141579	
SFR1P1	1	ENSG00000227541	
RASGRF2-AS1	1	ENSG00000251450	
SNORD116-8	1	ENSG00000207093	
MSH4	1	ENSG00000057468	
HIPK4	1	ENSG00000160396	
RAET1G	1	ENSG00000203722	
SLC25A15P2	1	ENSG00000237164	
PRMT5-AS1	1	ENSG00000237054	
OR10AC1	1	ENSG00000176510	
COL6A4P2	1	ENSG00000228252	
SNORD4B	1	ENSG00000238597	
MFF-DT	1	ENSG00000236432	
GNAO1-DT	1	ENSG00000246379	
FNDC7	1	ENSG00000143107	
CELA2B	1	ENSG00000215704	
KIAA1671-AS1	1	ENSG00000203280	
DNAH9	1	ENSG00000007174	
MFN1P1	1	ENSG00000233874	
FABP5P11	1	ENSG00000240122	
LACTB2-AS1	1	ENSG00000246366	
C10orf90	1	ENSG00000154493	
CBX2	1	ENSG00000173894	
SCARNA21	1	ENSG00000252835	
HERPUD1	1	ENSG00000051108	
PLA2G4E-AS1	1	ENSG00000246740	
COX7BP2	1	ENSG00000234274	
CDX1	1	ENSG00000113722	
DDX12P	1	ENSG00000214826	
C11orf16	1	ENSG00000176029	
KMT5AP2	1	ENSG00000232531	
HSPE1P6	1	ENSG00000232917	
PMS2P9	1	ENSG00000233448	
MSTO2P	1	ENSG00000203761	
PSPN	1	ENSG00000125650	
KCNF1	1	ENSG00000162975	
GABPA	1	ENSG00000154727	
GGTA2P	1	ENSG00000237766	
SLFN12L	1	ENSG00000205045	
EIF2S2P5	1	ENSG00000225650	
